breed,heritage,price,,,,with outlier,w/o outlier
18,0,850,,,,-0.353006813,-0.407235398
4,1,1500,,,,0.350083546,0.612831142
14,0,350,,,,-0.893845551,-1.191901967
1,0,500,,,,-0.731593929,-0.956501996
6,0,550,,,,-0.677510056,-0.878035339
12,1,1850,,,,0.728670662,1.16209774
16,0,800,,,,-0.407090687,-0.485702055
1,0,1000,,,,-0.190755192,-0.171835427
20,0,2500,,,,1.431761021,2.18216428
5,0,1200,,,,0.025580303,0.1420312
13,0,450,,,,-0.785677803,-1.034968653
13,0,500,,,,-0.731593929,-0.956501996
1,1,2000,,,,0.890922283,1.397497711
18,0,900,,,,-0.298922939,-0.328768741
5,1,1800,,,,0.674586788,1.083631083
14,1,1000,,,,-0.190755192,-0.171835427
5,0,3600,,,,2.621606243,3.908430732
8,1,2500,,,,1.431761021,2.18216428
8,0,2000,,,,0.890922283,1.397497711
8,1,3500,,,,2.513438496,3.751497418
2,0,450,,,,-0.785677803,-1.034968653
1,0,900,,,,-0.298922939,-0.328768741
6,0,600,,,,-0.623426182,-0.799568682
16,0,1300,,,,0.133748051,0.298964514
10,0,945,,,,-0.250247453,-0.25814875
11,0,600,,,,-0.623426182,-0.799568682
16,0,900,,,,-0.298922939,-0.328768741
13,0,800,,,,-0.407090687,-0.485702055
9,1,1800,,,,0.674586788,1.083631083
11,0,1200,,,,0.025580303,0.1420312
4,0,850,,,,-0.353006813,-0.407235398
18,0,1500,,,,0.350083546,0.612831142
13,0,500,,,,-0.731593929,-0.956501996
1,0,1000,,,,-0.190755192,-0.171835427
8,1,1700,,,,0.566419041,0.92669777
16,0,850,,,,-0.353006813,-0.407235398
17,0,650,,,,-0.569342308,-0.721102025
16,0,750,,,,-0.461174561,-0.564168712
18,1,1800,,,,0.674586788,1.083631083
7,0,1250,,,,0.079664177,0.220497857
9,1,1300,,,,0.133748051,0.298964514
13,0,300,,,,-0.947929424,-1.270368624
18,0,600,,,,-0.623426182,-0.799568682
1,0,1200,,,,0.025580303,0.1420312
6,0,550,,,,-0.677510056,-0.878035339
5,0,700,,,,-0.515258434,-0.642635369
5,0,600,,,,-0.623426182,-0.799568682
9,0,1050,,,,-0.136671318,-0.09336877
7,0,1200,,,,0.025580303,0.1420312
18,1,1400,,,,0.241915798,0.455897828
9,0,800,,,,-0.407090687,-0.485702055
15,0,400,,,,-0.839761677,-1.11343531
10,0,1000,,,,-0.190755192,-0.171835427
18,0,1800,,,,0.674586788,1.083631083
8,0,2500,,,,1.431761021,2.18216428
18,0,1350,,,,0.187831924,0.377431171
5,0,400,,,,-0.839761677,-1.11343531
2,0,650,,,,-0.569342308,-0.721102025
1,0,1550,,,,0.404167419,0.691297799
5,1,1200,,,,0.025580303,0.1420312
1,0,900,,,,-0.298922939,-0.328768741
13,0,650,,,,-0.569342308,-0.721102025
3,0,650,,,,-0.569342308,-0.721102025
7,0,900,,,,-0.298922939,-0.328768741
19,0,750,,,,-0.461174561,-0.564168712
9,1,1800,,,,0.674586788,1.083631083
6,0,500,,,,-0.731593929,-0.956501996
14,0,800,,,,-0.407090687,-0.485702055
2,1,550,,,,-0.677510056,-0.878035339
7,0,800,,,,-0.407090687,-0.485702055
20,0,1200,,,,0.025580303,0.1420312
18,0,750,,,,-0.461174561,-0.564168712
8,0,2000,,,,0.890922283,1.397497711
1,1,1500,,,,0.350083546,0.612831142
5,0,895,,,,-0.304331327,-0.336615407
7,0,800,,,,-0.407090687,-0.485702055
6,0,1800,,,,0.674586788,1.083631083
15,0,1000,,,,-0.190755192,-0.171835427
9,0,650,,,,-0.569342308,-0.721102025
10,0,950,,,,-0.244839066,-0.250302084
7,0,400,,,,-0.839761677,-1.11343531
18,0,600,,,,-0.623426182,-0.799568682
6,1,2500,,,,1.431761021,2.18216428
4,0,850,,,,-0.353006813,-0.407235398
18,1,1500,,,,0.350083546,0.612831142
11,0,2500,,,,1.431761021,2.18216428
18,0,1400,,,,0.241915798,0.455897828
1,1,2300,,,,1.215425526,1.868297652
11,0,600,,,,-0.623426182,-0.799568682
4,0,700,,,,-0.515258434,-0.642635369
11,0,800,,,,-0.407090687,-0.485702055
20,0,2100,,,,0.999090031,1.554431025
9,0,800,,,,-0.407090687,-0.485702055
17,0,800,,,,-0.407090687,-0.485702055
15,1,1500,,,,0.350083546,0.612831142
8,1,2500,,,,1.431761021,2.18216428
17,0,800,,,,-0.407090687,-0.485702055
14,1,800,,,,-0.407090687,-0.485702055
3,0,995,,,,-0.196163579,-0.179682093
9,0,700,,,,-0.515258434,-0.642635369
6,1,1200,,,,0.025580303,0.1420312
17,0,650,,,,-0.569342308,-0.721102025
15,0,900,,,,-0.298922939,-0.328768741
9,0,500,,,,-0.731593929,-0.956501996
4,0,75,,,,-1.191306856,-1.62346858
14,0,350,,,,-0.893845551,-1.191901967
3,0,995,,,,-0.196163579,-0.179682093
12,0,1400,,,,0.241915798,0.455897828
16,0,800,,,,-0.407090687,-0.485702055
17,0,1200,,,,0.025580303,0.1420312
14,0,1500,,,,0.350083546,0.612831142
7,0,600,,,,-0.623426182,-0.799568682
13,0,3000,,,,1.972599758,2.966830849
10,1,1800,,,,0.674586788,1.083631083
10,0,600,,,,-0.623426182,-0.799568682
1,0,1100,,,,-0.082587444,-0.014902113
13,0,1000,,,,-0.190755192,-0.171835427
3,0,1688,,,,0.553438911,0.907865772
17,0,900,,,,-0.298922939,-0.328768741
2,0,700,,,,-0.515258434,-0.642635369
2,0,650,,,,-0.569342308,-0.721102025
13,1,700,,,,-0.515258434,-0.642635369
16,0,1200,,,,0.025580303,0.1420312
20,0,850,,,,-0.353006813,-0.407235398
14,0,1000,,,,-0.190755192,-0.171835427
8,0,2200,,,,1.107257778,1.711364339
7,0,800,,,,-0.407090687,-0.485702055
4,0,1200,,,,0.025580303,0.1420312
18,1,1500,,,,0.350083546,0.612831142
20,0,550,,,,-0.677510056,-0.878035339
4,0,1500,,,,0.350083546,0.612831142
15,0,2500,,,,1.431761021,2.18216428
4,0,600,,,,-0.623426182,-0.799568682
2,0,600,,,,-0.623426182,-0.799568682
7,0,700,,,,-0.515258434,-0.642635369
20,0,1000,,,,-0.190755192,-0.171835427
3,0,2500,,,,1.431761021,2.18216428
1,0,1200,,,,0.025580303,0.1420312
5,0,400,,,,-0.839761677,-1.11343531
15,0,1500,,,,0.350083546,0.612831142
20,0,500,,,,-0.731593929,-0.956501996
5,0,475,,,,-0.758635866,-0.995735325
5,0,350,,,,-0.893845551,-1.191901967
2,0,300,,,,-0.947929424,-1.270368624
18,0,750,,,,-0.461174561,-0.564168712
17,0,800,,,,-0.407090687,-0.485702055
2,0,400,,,,-0.839761677,-1.11343531
20,0,850,,,,-0.353006813,-0.407235398
9,0,400,,,,-0.839761677,-1.11343531
4,0,700,,,,-0.515258434,-0.642635369
16,0,800,,,,-0.407090687,-0.485702055
4,0,750,,,,-0.461174561,-0.564168712
14,0,600,,,,-0.623426182,-0.799568682
6,0,850,,,,-0.353006813,-0.407235398
7,0,600,,,,-0.623426182,-0.799568682
4,0,650,,,,-0.569342308,-0.721102025
7,0,300,,,,-0.947929424,-1.270368624
2,1,1200,,,,0.025580303,0.1420312
5,0,800,,,,-0.407090687,-0.485702055
7,0,800,,,,-0.407090687,-0.485702055
16,0,675,,,,-0.542300371,-0.681868697
13,0,1000,,,,-0.190755192,-0.171835427
11,0,600,,,,-0.623426182,-0.799568682
9,0,450,,,,-0.785677803,-1.034968653
20,0,1100,,,,-0.082587444,-0.014902113
1,0,1200,,,,0.025580303,0.1420312
7,0,700,,,,-0.515258434,-0.642635369
16,0,500,,,,-0.731593929,-0.956501996
8,0,2800,,,,1.756264263,2.652964221
18,1,1000,,,,-0.190755192,-0.171835427
13,0,100,,,,-1.164264919,-1.584235251
16,0,650,,,,-0.569342308,-0.721102025
8,0,3500,,,,2.513438496,3.751497418
19,0,2800,,,,1.756264263,2.652964221
12,0,1850,,,,0.728670662,1.16209774
14,0,1200,,,,0.025580303,0.1420312
11,0,1100,,,,-0.082587444,-0.014902113
6,0,600,,,,-0.623426182,-0.799568682
12,0,1500,,,,0.350083546,0.612831142
13,0,1200,,,,0.025580303,0.1420312
17,0,600,,,,-0.623426182,-0.799568682
9,0,1300,,,,0.133748051,0.298964514
1,0,800,,,,-0.407090687,-0.485702055
4,0,700,,,,-0.515258434,-0.642635369
11,0,600,,,,-0.623426182,-0.799568682
10,0,650,,,,-0.569342308,-0.721102025
6,0,550,,,,-0.677510056,-0.878035339
18,0,975,,,,-0.217797129,-0.211068756
14,0,1000,,,,-0.190755192,-0.171835427
16,0,550,,,,-0.677510056,-0.878035339
10,0,500,,,,-0.731593929,-0.956501996
4,0,700,,,,-0.515258434,-0.642635369
8,0,3200,,,,2.188935253,3.280697477
4,0,850,,,,-0.353006813,-0.407235398
13,0,950,,,,-0.244839066,-0.250302084
5,0,300,,,,-0.947929424,-1.270368624
8,0,2500,,,,1.431761021,2.18216428
2,0,1500,,,,0.350083546,0.612831142
11,0,950,,,,-0.244839066,-0.250302084
8,0,1500,,,,0.350083546,0.612831142
2,0,695,,,,-0.520666822,-0.650482034
9,0,700,,,,-0.515258434,-0.642635369
12,0,1500,,,,0.350083546,0.612831142
11,0,1400,,,,0.241915798,0.455897828
2,0,600,,,,-0.623426182,-0.799568682
7,0,650,,,,-0.569342308,-0.721102025
8,0,2500,,,,1.431761021,2.18216428
12,0,500,,,,-0.731593929,-0.956501996
14,0,800,,,,-0.407090687,-0.485702055
1,0,700,,,,-0.515258434,-0.642635369
17,0,600,,,,-0.623426182,-0.799568682
7,0,650,,,,-0.569342308,-0.721102025
16,0,1200,,,,0.025580303,0.1420312
16,1,2500,,,,1.431761021,2.18216428
7,0,900,,,,-0.298922939,-0.328768741
5,0,250,,,,-1.002013298,-1.348835281
8,0,2500,,,,1.431761021,2.18216428
18,0,700,,,,-0.515258434,-0.642635369
6,0,800,,,,-0.407090687,-0.485702055
2,0,600,,,,-0.623426182,-0.799568682
18,0,1200,,,,0.025580303,0.1420312
16,0,650,,,,-0.569342308,-0.721102025
3,0,800,,,,-0.407090687,-0.485702055
15,0,1000,,,,-0.190755192,-0.171835427
3,0,1800,,,,0.674586788,1.083631083
15,0,1000,,,,-0.190755192,-0.171835427
2,0,150,,,,-1.110181046,-1.505768595
17,0,800,,,,-0.407090687,-0.485702055
6,0,650,,,,-0.569342308,-0.721102025
13,0,500,,,,-0.731593929,-0.956501996
10,0,1500,,,,0.350083546,0.612831142
1,0,900,,,,-0.298922939,-0.328768741
7,0,1500,,,,0.350083546,0.612831142
9,0,1000,,,,-0.190755192,-0.171835427
20,0,900,,,,-0.298922939,-0.328768741
13,0,600,,,,-0.623426182,-0.799568682
20,0,850,,,,-0.353006813,-0.407235398
8,0,2500,,,,1.431761021,2.18216428
10,0,650,,,,-0.569342308,-0.721102025
20,0,1000,,,,-0.190755192,-0.171835427
4,0,900,,,,-0.298922939,-0.328768741
15,1,3000,,,,1.972599758,2.966830849
3,0,1800,,,,0.674586788,1.083631083
20,0,1000,,,,-0.190755192,-0.171835427
12,0,1500,,,,0.350083546,0.612831142
4,0,600,,,,-0.623426182,-0.799568682
10,0,750,,,,-0.461174561,-0.564168712
20,0,900,,,,-0.298922939,-0.328768741
10,0,1200,,,,0.025580303,0.1420312
5,0,450,,,,-0.785677803,-1.034968653
2,0,250,,,,-1.002013298,-1.348835281
18,0,1500,,,,0.350083546,0.612831142
14,0,900,,,,-0.298922939,-0.328768741
8,0,1250,,,,0.079664177,0.220497857
10,0,800,,,,-0.407090687,-0.485702055
3,0,990,,,,-0.201571967,-0.187528759
3,0,1400,,,,0.241915798,0.455897828
20,0,1200,,,,0.025580303,0.1420312
14,0,75,,,,-1.191306856,-1.62346858
2,1,400,,,,-0.839761677,-1.11343531
18,0,1400,,,,0.241915798,0.455897828
6,0,2200,,,,1.107257778,1.711364339
9,1,1250,,,,0.079664177,0.220497857
13,0,500,,,,-0.731593929,-0.956501996
10,0,1200,,,,0.025580303,0.1420312
8,0,3200,,,,2.188935253,3.280697477
8,0,3500,,,,2.513438496,3.751497418
13,0,400,,,,-0.839761677,-1.11343531
14,1,1800,,,,0.674586788,1.083631083
16,0,850,,,,-0.353006813,-0.407235398
3,0,1400,,,,0.241915798,0.455897828
7,0,800,,,,-0.407090687,-0.485702055
9,1,750,,,,-0.461174561,-0.564168712
9,0,795,,,,-0.412499074,-0.49354872
5,0,800,,,,-0.407090687,-0.485702055
8,0,3500,,,,2.513438496,3.751497418
10,0,550,,,,-0.677510056,-0.878035339
12,0,1200,,,,0.025580303,0.1420312
12,0,2000,,,,0.890922283,1.397497711
5,0,700,,,,-0.515258434,-0.642635369
12,0,1650,,,,0.512335167,0.848231113
20,0,1500,,,,0.350083546,0.612831142
9,0,500,,,,-0.731593929,-0.956501996
7,0,400,,,,-0.839761677,-1.11343531
10,1,3000,,,,1.972599758,2.966830849
6,0,1200,,,,0.025580303,0.1420312
2,0,450,,,,-0.785677803,-1.034968653
2,0,800,,,,-0.407090687,-0.485702055
17,0,1000,,,,-0.190755192,-0.171835427
13,1,1500,,,,0.350083546,0.612831142
3,0,1500,,,,0.350083546,0.612831142
11,0,1200,,,,0.025580303,0.1420312
8,0,1500,,,,0.350083546,0.612831142
2,0,700,,,,-0.515258434,-0.642635369
20,0,900,,,,-0.298922939,-0.328768741
5,0,300,,,,-0.947929424,-1.270368624
7,0,1500,,,,0.350083546,0.612831142
5,0,300,,,,-0.947929424,-1.270368624
16,0,1350,,,,0.187831924,0.377431171
17,0,500,,,,-0.731593929,-0.956501996
14,0,800,,,,-0.407090687,-0.485702055
14,1,1200,,,,0.025580303,0.1420312
2,0,250,,,,-1.002013298,-1.348835281
20,0,2500,,,,1.431761021,2.18216428
15,0,2000,,,,0.890922283,1.397497711
3,0,795,,,,-0.412499074,-0.49354872
7,0,875,,,,-0.325964876,-0.368002069
1,0,1000,,,,-0.190755192,-0.171835427
5,0,700,,,,-0.515258434,-0.642635369
11,0,600,,,,-0.623426182,-0.799568682
9,0,700,,,,-0.515258434,-0.642635369
6,0,800,,,,-0.407090687,-0.485702055
4,0,500,,,,-0.731593929,-0.956501996
4,0,850,,,,-0.353006813,-0.407235398
20,0,1095,,,,-0.087995832,-0.022748779
17,0,600,,,,-0.623426182,-0.799568682
9,0,2000,,,,0.890922283,1.397497711
20,0,800,,,,-0.407090687,-0.485702055
15,1,1700,,,,0.566419041,0.92669777
10,0,2500,,,,1.431761021,2.18216428
12,0,1850,,,,0.728670662,1.16209774
14,0,850,,,,-0.353006813,-0.407235398
18,0,900,,,,-0.298922939,-0.328768741
5,0,300,,,,-0.947929424,-1.270368624
13,0,1000,,,,-0.190755192,-0.171835427
20,0,800,,,,-0.407090687,-0.485702055
5,0,375,,,,-0.866803614,-1.152668638
20,0,895,,,,-0.304331327,-0.336615407
17,0,800,,,,-0.407090687,-0.485702055
16,0,600,,,,-0.623426182,-0.799568682
15,0,600,,,,-0.623426182,-0.799568682
2,0,500,,,,-0.731593929,-0.956501996
11,0,500,,,,-0.731593929,-0.956501996
4,0,600,,,,-0.623426182,-0.799568682
18,0,1400,,,,0.241915798,0.455897828
6,0,600,,,,-0.623426182,-0.799568682
16,0,800,,,,-0.407090687,-0.485702055
16,0,500,,,,-0.731593929,-0.956501996
10,0,800,,,,-0.407090687,-0.485702055
16,0,800,,,,-0.407090687,-0.485702055
11,0,600,,,,-0.623426182,-0.799568682
3,0,850,,,,-0.353006813,-0.407235398
17,0,750,,,,-0.461174561,-0.564168712
15,0,1000,,,,-0.190755192,-0.171835427
13,0,800,,,,-0.407090687,-0.485702055
18,0,1300,,,,0.133748051,0.298964514
1,0,700,,,,-0.515258434,-0.642635369
9,0,1200,,,,0.025580303,0.1420312
4,0,800,,,,-0.407090687,-0.485702055
5,1,1500,,,,0.350083546,0.612831142
19,0,800,,,,-0.407090687,-0.485702055
10,0,600,,,,-0.623426182,-0.799568682
14,0,1200,,,,0.025580303,0.1420312
20,0,1200,,,,0.025580303,0.1420312
8,1,2000,,,,0.890922283,1.397497711
4,0,450,,,,-0.785677803,-1.034968653
9,0,400,,,,-0.839761677,-1.11343531
11,0,800,,,,-0.407090687,-0.485702055
14,0,800,,,,-0.407090687,-0.485702055
8,0,2500,,,,1.431761021,2.18216428
4,1,1500,,,,0.350083546,0.612831142
2,1,375,,,,-0.866803614,-1.152668638
1,0,1500,,,,0.350083546,0.612831142
6,0,1300,,,,0.133748051,0.298964514
2,0,300,,,,-0.947929424,-1.270368624
17,0,500,,,,-0.731593929,-0.956501996
5,0,1500,,,,0.350083546,0.612831142
20,0,3500,,,,2.513438496,3.751497418
19,0,3500,,,,2.513438496,3.751497418
13,0,900,,,,-0.298922939,-0.328768741
6,0,575,,,,-0.650468119,-0.838802011
16,0,700,,,,-0.515258434,-0.642635369
10,0,750,,,,-0.461174561,-0.564168712
8,0,2300,,,,1.215425526,1.868297652
13,0,500,,,,-0.731593929,-0.956501996
10,0,750,,,,-0.461174561,-0.564168712
11,0,1000,,,,-0.190755192,-0.171835427
6,0,1000,,,,-0.190755192,-0.171835427
2,0,250,,,,-1.002013298,-1.348835281
10,0,995,,,,-0.196163579,-0.179682093
2,0,200,,,,-1.056097172,-1.427301938
2,0,500,,,,-0.731593929,-0.956501996
11,0,2000,,,,0.890922283,1.397497711
15,0,2000,,,,0.890922283,1.397497711
18,0,2000,,,,0.890922283,1.397497711
17,0,900,,,,-0.298922939,-0.328768741
8,0,1700,,,,0.566419041,0.92669777
17,0,1000,,,,-0.190755192,-0.171835427
1,0,1000,,,,-0.190755192,-0.171835427
3,0,1400,,,,0.241915798,0.455897828
13,0,1000,,,,-0.190755192,-0.171835427
10,0,895,,,,-0.304331327,-0.336615407
6,0,550,,,,-0.677510056,-0.878035339
20,0,950,,,,-0.244839066,-0.250302084
2,0,175,,,,-1.083139109,-1.466535266
14,1,800,,,,-0.407090687,-0.485702055
6,0,575,,,,-0.650468119,-0.838802011
13,0,600,,,,-0.623426182,-0.799568682
7,0,650,,,,-0.569342308,-0.721102025
14,0,850,,,,-0.353006813,-0.407235398
3,0,1200,,,,0.025580303,0.1420312
9,1,800,,,,-0.407090687,-0.485702055
7,0,700,,,,-0.515258434,-0.642635369
17,0,650,,,,-0.569342308,-0.721102025
18,0,1200,,,,0.025580303,0.1420312
15,0,500,,,,-0.731593929,-0.956501996
6,0,650,,,,-0.569342308,-0.721102025
20,0,2000,,,,0.890922283,1.397497711
15,1,800,,,,-0.407090687,-0.485702055
3,0,699,,,,-0.516340112,-0.644204702
14,0,800,,,,-0.407090687,-0.485702055
7,0,600,,,,-0.623426182,-0.799568682
1,0,800,,,,-0.407090687,-0.485702055
17,0,900,,,,-0.298922939,-0.328768741
14,1,2500,,,,1.431761021,2.18216428
13,0,800,,,,-0.407090687,-0.485702055
3,1,1500,,,,0.350083546,0.612831142
13,0,1500,,,,0.350083546,0.612831142
3,0,1200,,,,0.025580303,0.1420312
14,0,850,,,,-0.353006813,-0.407235398
17,0,800,,,,-0.407090687,-0.485702055
20,0,800,,,,-0.407090687,-0.485702055
9,0,900,,,,-0.298922939,-0.328768741
3,0,1000,,,,-0.190755192,-0.171835427
4,0,850,,,,-0.353006813,-0.407235398
6,0,1500,,,,0.350083546,0.612831142
16,0,1800,,,,0.674586788,1.083631083
5,0,1000,,,,-0.190755192,-0.171835427
3,0,1000,,,,-0.190755192,-0.171835427
9,0,500,,,,-0.731593929,-0.956501996
8,0,1800,,,,0.674586788,1.083631083
20,0,1300,,,,0.133748051,0.298964514
14,0,800,,,,-0.407090687,-0.485702055
4,0,950,,,,-0.244839066,-0.250302084
5,0,750,,,,-0.461174561,-0.564168712
17,0,950,,,,-0.244839066,-0.250302084
14,1,950,,,,-0.244839066,-0.250302084
10,0,1800,,,,0.674586788,1.083631083
10,0,1275,,,,0.106706114,0.259731186
20,0,850,,,,-0.353006813,-0.407235398
13,0,600,,,,-0.623426182,-0.799568682
17,0,850,,,,-0.353006813,-0.407235398
12,0,2000,,,,0.890922283,1.397497711
3,0,1688,,,,0.553438911,0.907865772
17,0,800,,,,-0.407090687,-0.485702055
2,0,175,,,,-1.083139109,-1.466535266
18,0,1400,,,,0.241915798,0.455897828
11,0,600,,,,-0.623426182,-0.799568682
16,0,900,,,,-0.298922939,-0.328768741
9,0,200,,,,-1.056097172,-1.427301938
2,1,1200,,,,0.025580303,0.1420312
16,0,1000,,,,-0.190755192,-0.171835427
3,0,1400,,,,0.241915798,0.455897828
16,0,1100,,,,-0.082587444,-0.014902113
13,0,800,,,,-0.407090687,-0.485702055
9,0,550,,,,-0.677510056,-0.878035339
16,0,1500,,,,0.350083546,0.612831142
1,0,1000,,,,-0.190755192,-0.171835427
15,0,2000,,,,0.890922283,1.397497711
15,0,1100,,,,-0.082587444,-0.014902113
18,0,1495,,,,0.344675158,0.604984476
16,1,1650,,,,0.512335167,0.848231113
1,0,900,,,,-0.298922939,-0.328768741
14,0,750,,,,-0.461174561,-0.564168712
5,0,1850,,,,0.728670662,1.16209774
8,0,3000,,,,1.972599758,2.966830849
17,1,600,,,,-0.623426182,-0.799568682
14,0,1000,,,,-0.190755192,-0.171835427
11,0,700,,,,-0.515258434,-0.642635369
17,0,1200,,,,0.025580303,0.1420312
3,0,2000,,,,0.890922283,1.397497711
17,0,300,,,,-0.947929424,-1.270368624
14,0,995,,,,-0.196163579,-0.179682093
8,0,2000,,,,0.890922283,1.397497711
11,0,1200,,,,0.025580303,0.1420312
5,0,600,,,,-0.623426182,-0.799568682
16,0,400,,,,-0.839761677,-1.11343531
14,0,1000,,,,-0.190755192,-0.171835427
9,0,950,,,,-0.244839066,-0.250302084
3,0,1200,,,,0.025580303,0.1420312
10,0,2000,,,,0.890922283,1.397497711
9,0,750,,,,-0.461174561,-0.564168712
2,0,700,,,,-0.515258434,-0.642635369
8,1,3000,,,,1.972599758,2.966830849
11,0,2800,,,,1.756264263,2.652964221
11,0,1200,,,,0.025580303,0.1420312
8,0,2500,,,,1.431761021,2.18216428
13,0,600,,,,-0.623426182,-0.799568682
3,0,1500,,,,0.350083546,0.612831142
17,0,650,,,,-0.569342308,-0.721102025
11,0,1000,,,,-0.190755192,-0.171835427
8,0,2100,,,,0.999090031,1.554431025
18,0,2000,,,,0.890922283,1.397497711
7,0,950,,,,-0.244839066,-0.250302084
18,0,1300,,,,0.133748051,0.298964514
14,0,700,,,,-0.515258434,-0.642635369
2,1,750,,,,-0.461174561,-0.564168712
2,0,500,,,,-0.731593929,-0.956501996
11,0,900,,,,-0.298922939,-0.328768741
18,0,1200,,,,0.025580303,0.1420312
16,0,599,,,,-0.624507859,-0.801138016
14,0,800,,,,-0.407090687,-0.485702055
20,0,1000,,,,-0.190755192,-0.171835427
1,0,1300,,,,0.133748051,0.298964514
2,1,1200,,,,0.025580303,0.1420312
20,0,1000,,,,-0.190755192,-0.171835427
11,1,700,,,,-0.515258434,-0.642635369
16,0,1000,,,,-0.190755192,-0.171835427
18,1,1000,,,,-0.190755192,-0.171835427
11,0,800,,,,-0.407090687,-0.485702055
14,0,2500,,,,1.431761021,2.18216428
16,0,600,,,,-0.623426182,-0.799568682
16,0,600,,,,-0.623426182,-0.799568682
13,0,500,,,,-0.731593929,-0.956501996
3,0,1170,,,,-0.006870021,0.094951206
12,0,2000,,,,0.890922283,1.397497711
5,0,550,,,,-0.677510056,-0.878035339
18,0,950,,,,-0.244839066,-0.250302084
20,0,750,,,,-0.461174561,-0.564168712
16,0,600,,,,-0.623426182,-0.799568682
3,0,1500,,,,0.350083546,0.612831142
17,0,1000,,,,-0.190755192,-0.171835427
6,0,500,,,,-0.731593929,-0.956501996
8,1,2900,,,,1.864432011,2.809897535
1,0,1100,,,,-0.082587444,-0.014902113
14,0,1200,,,,0.025580303,0.1420312
17,0,500,,,,-0.731593929,-0.956501996
7,1,1100,,,,-0.082587444,-0.014902113
15,1,2500,,,,1.431761021,2.18216428
5,0,300,,,,-0.947929424,-1.270368624
6,0,300,,,,-0.947929424,-1.270368624
10,0,2000,,,,0.890922283,1.397497711
10,0,1200,,,,0.025580303,0.1420312
6,0,575,,,,-0.650468119,-0.838802011
5,0,300,,,,-0.947929424,-1.270368624
10,0,900,,,,-0.298922939,-0.328768741
17,0,800,,,,-0.407090687,-0.485702055
17,0,375,,,,-0.866803614,-1.152668638
5,0,425,,,,-0.81271974,-1.074201982
6,0,1000,,,,-0.190755192,-0.171835427
20,0,800,,,,-0.407090687,-0.485702055
15,0,1100,,,,-0.082587444,-0.014902113
3,0,1275,,,,0.106706114,0.259731186
17,0,900,,,,-0.298922939,-0.328768741
5,0,1000,,,,-0.190755192,-0.171835427
10,0,750,,,,-0.461174561,-0.564168712
4,0,700,,,,-0.515258434,-0.642635369
4,0,375,,,,-0.866803614,-1.152668638
20,0,500,,,,-0.731593929,-0.956501996
1,1,1800,,,,0.674586788,1.083631083
20,0,650,,,,-0.569342308,-0.721102025
3,0,650,,,,-0.569342308,-0.721102025
7,0,650,,,,-0.569342308,-0.721102025
14,0,800,,,,-0.407090687,-0.485702055
17,0,700,,,,-0.515258434,-0.642635369
14,0,850,,,,-0.353006813,-0.407235398
4,0,1000,,,,-0.190755192,-0.171835427
9,0,800,,,,-0.407090687,-0.485702055
1,0,800,,,,-0.407090687,-0.485702055
2,0,1600,,,,0.458251293,0.769764456
2,0,300,,,,-0.947929424,-1.270368624
9,1,1500,,,,0.350083546,0.612831142
16,1,1800,,,,0.674586788,1.083631083
17,0,375,,,,-0.866803614,-1.152668638
2,0,450,,,,-0.785677803,-1.034968653
6,0,650,,,,-0.569342308,-0.721102025
17,0,650,,,,-0.569342308,-0.721102025
13,0,1600,,,,0.458251293,0.769764456
10,0,700,,,,-0.515258434,-0.642635369
8,0,1800,,,,0.674586788,1.083631083
4,1,1500,,,,0.350083546,0.612831142
8,0,2500,,,,1.431761021,2.18216428
1,0,850,,,,-0.353006813,-0.407235398
7,0,500,,,,-0.731593929,-0.956501996
2,1,500,,,,-0.731593929,-0.956501996
14,1,1400,,,,0.241915798,0.455897828
3,0,1400,,,,0.241915798,0.455897828
17,0,1000,,,,-0.190755192,-0.171835427
13,1,1500,,,,0.350083546,0.612831142
2,0,700,,,,-0.515258434,-0.642635369
20,1,1550,,,,0.404167419,0.691297799
13,1,1200,,,,0.025580303,0.1420312
5,0,450,,,,-0.785677803,-1.034968653
20,0,1000,,,,-0.190755192,-0.171835427
10,0,1500,,,,0.350083546,0.612831142
6,0,500,,,,-0.731593929,-0.956501996
14,0,649,,,,-0.570423986,-0.722671359
5,0,2500,,,,1.431761021,2.18216428
14,0,1000,,,,-0.190755192,-0.171835427
8,0,2500,,,,1.431761021,2.18216428
10,0,550,,,,-0.677510056,-0.878035339
3,1,1500,,,,0.350083546,0.612831142
1,0,800,,,,-0.407090687,-0.485702055
15,0,450,,,,-0.785677803,-1.034968653
7,0,700,,,,-0.515258434,-0.642635369
8,1,1000,,,,-0.190755192,-0.171835427
9,0,1250,,,,0.079664177,0.220497857
20,0,1200,,,,0.025580303,0.1420312
2,0,1600,,,,0.458251293,0.769764456
6,0,650,,,,-0.569342308,-0.721102025
17,0,850,,,,-0.353006813,-0.407235398
7,0,600,,,,-0.623426182,-0.799568682
2,0,450,,,,-0.785677803,-1.034968653
8,0,2250,,,,1.161341652,1.789830996
2,0,695,,,,-0.520666822,-0.650482034
5,1,1200,,,,0.025580303,0.1420312
4,0,600,,,,-0.623426182,-0.799568682
7,0,150,,,,-1.110181046,-1.505768595
2,1,500,,,,-0.731593929,-0.956501996
4,0,950,,,,-0.244839066,-0.250302084
17,0,600,,,,-0.623426182,-0.799568682
14,1,850,,,,-0.353006813,-0.407235398
6,0,500,,,,-0.731593929,-0.956501996
1,0,1200,,,,0.025580303,0.1420312
